Time,PlatformId,"Location (Lat, Long, Alt)","Orientation (Heading, Pitch, Roll)",Speed (m/s),FuelReserve,FuelBingo,FuelQuantity,FuelInitial,Name,Side,Domain
147,3,"[-27.544612,152.91575,304.79999]","[-3.086243,0.0,0.0]",61.73333359,0,4082.33137,11330.59932,11521.24631,red3,red,2
147,4,"[-27.516578,152.81486,304.79999]","[2.044326,0.0,0.0]",61.73333359,0,4082.33137,11330.55608,11521.24631,red4,red,2
147,5,"[-27.469351,152.86169,304.79999]","[2.0328539,0.0,0.0]",61.73333359,0,4082.33137,11330.55608,11521.24631,red5,red,2
147,6,"[-27.529947,153.0349,304.79999]","[-1.8127214,0.0,0.0]",61.73333359,0,4082.33137,11330.55608,11521.24631,red6,red,2
147,7,"[-27.645821,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7602.006137,7711.070366,blue1,blue,2
147,8,"[-27.52987,152.76381,304.79999]","[1.3082859,0.0,0.0]",61.73333359,0,2267.961872,7602.006137,7711.070366,blue2,blue,2
148,1,"[-27.424992,153.02188,304.79999]","[-2.5108218,0.0,0.0]",61.73333359,0,4082.33137,11329.28049,11521.24631,red1,red,2
148,2,"[-27.270888,153.06351,304.79999]","[-3.0288446,0.0,0.0]",61.73333359,0,4082.33137,11329.30211,11521.24631,red2,red,2
148,3,"[-27.545169,152.91572,304.79999]","[-3.0862427,0.0,0.0]",61.73333359,0,4082.33137,11329.30211,11521.24631,red3,red,2
148,4,"[-27.516832,152.81541,304.79999]","[2.0443215,0.0,0.0]",61.73333359,0,4082.33137,11329.25887,11521.24631,red4,red,2
148,5,"[-27.4696,152.86225,304.79999]","[2.0328494,0.0,0.0]",61.73333359,0,4082.33137,11329.25887,11521.24631,red5,red,2
148,6,"[-27.53008,153.03429,304.79999]","[-1.8127165,0.0,0.0]",61.73333359,0,4082.33137,11329.25887,11521.24631,red6,red,2
148,7,"[-27.645263,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7601.264035,7711.070366,blue1,blue,2
148,8,"[-27.529726,152.76441,304.79999]","[1.3082811,0.0,0.0]",61.73333359,0,2267.961872,7601.264035,7711.070366,blue2,blue,2
149,1,"[-27.425442,153.02151,304.79999]","[-2.5108188,0.0,0.0]",61.73333359,0,4082.33137,11327.98327,11521.24631,red1,red,2
149,2,"[-27.271442,153.06344,304.79999]","[-3.0288441,0.0,0.0]",61.73333359,0,4082.33137,11328.00489,11521.24631,red2,red,2
149,3,"[-27.545726,152.91568,304.79999]","[-3.0862424,0.0,0.0]",61.73333359,0,4082.33137,11328.00489,11521.24631,red3,red,2
149,4,"[-27.517087,152.81597,304.79999]","[2.0443171,0.0,0.0]",61.73333359,0,4082.33137,11327.96165,11521.24631,red4,red,2
149,5,"[-27.469848,152.86281,304.79999]","[2.0328449,0.0,0.0]",61.73333359,0,4082.33137,11327.96165,11521.24631,red5,red,2
149,6,"[-27.530214,153.03369,304.79999]","[-1.8127116,0.0,0.0]",61.73333359,0,4082.33137,11327.96165,11521.24631,red6,red,2
149,7,"[-27.644705,152.89167,304.79999]","[0.0,0.0,0.0]",61.73333359,0,2267.961872,7600.521933,7711.070366,blue1,blue,2
149,8,"[-27.529581,152.76501,304.79999]","[1.3082762,0.0,0.0]",61.73333359,0,2267.961872,7600.521933,7711.070366,blue2,blue,2
150,1,"[-27.425893,153.02114,304.79999]","[-2.5108159,0.0,0.0]",61.73333359,0,4082.33137,11326.68606,11521.24631,red1,red,2
150,2,"[-27.271996,153.06337,304.79999]","[-3.0288435,0.0,0.0]",61.73333359,0,4082.33137,11326.70768,11521.24631,red2,red,2
150,3,"[-27.546283,152.91565,304.79999]","[-3.0862422,0.0,0.0]",61.73333359,0,4082.33137,11326.70768,11521.24631,red3,red,2
150,4,"[-27.517341,152.81653,304.79999]","[2.0443126,0.0,0.0]",61.73333359,0,4082.33137,11326.66444,11521.24631,red4,red,2
150,5,"[-27.470097,152.86337,304.79999]","[2.0328405,0.0,0.0]",61.73333359,0,4082.33137,11326.66444,11521.24631,red5,red,2
150,6,"[-27.530348,153.03308,304.79999]","[-1.8127068,0.0,0.0]",61.73333359,0,4082.33137,11326.66444,11521.24631,red6,red,2
150,7,"[-27.644148,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7599.779832,7711.070366,blue1,blue,2
150,8,"[-27.529436,152.76562,304.79999]","[1.3082714,0.0,0.0]",61.73333359,0,2267.961872,7599.779832,7711.070366,blue2,blue,2
151,1,"[-27.426343,153.02077,304.79999]","[-2.5108129,0.0,0.0]",61.73333359,0,4082.33137,11325.38885,11521.24631,red1,red,2
151,2,"[-27.27255,153.0633,304.79999]","[-3.028843,0.0,0.0]",61.73333359,0,4082.33137,11325.41047,11521.24631,red2,red,2
151,3,"[-27.54684,152.91561,304.79999]","[-3.0862419,0.0,0.0]",61.73333359,0,4082.33137,11325.41047,11521.24631,red3,red,2
151,4,"[-27.517595,152.81708,304.79999]","[2.0443082,0.0,0.0]",61.73333359,0,4082.33137,11325.36723,11521.24631,red4,red,2
151,5,"[-27.470345,152.86393,304.79999]","[2.032836,0.0,0.0]",61.73333359,0,4082.33137,11325.36723,11521.24631,red5,red,2
151,6,"[-27.530481,153.03247,304.79999]","[-1.8127019,0.0,0.0]",61.73333359,0,4082.33137,11325.36723,11521.24631,red6,red,2
151,7,"[-27.64359,152.89167,304.79999]","[0.0,0.0,0.0]",61.73333359,0,2267.961872,7599.03773,7711.070366,blue1,blue,2
151,8,"[-27.529291,152.76622,304.79999]","[1.3082665,0.0,0.0]",61.73333359,0,2267.961872,7599.03773,7711.070366,blue2,blue,2
152,1,"[-27.426793,153.0204,304.79999]","[-2.51081,0.0,0.0]",61.73333359,0,4082.33137,11324.09164,11521.24631,red1,red,2
152,2,"[-27.273104,153.06323,304.79999]","[-3.0288424,0.0,0.0]",61.73333359,0,4082.33137,11324.11326,11521.24631,red2,red,2
152,3,"[-27.547396,152.91558,304.79999]","[-3.0862416,0.0,0.0]",61.73333359,0,4082.33137,11324.11326,11521.24631,red3,red,2
152,4,"[-27.51785,152.81764,304.79999]","[2.0443037,0.0,0.0]",61.73333359,0,4082.33137,11324.07002,11521.24631,red4,red,2
152,5,"[-27.470594,152.86448,304.79999]","[2.0328315,0.0,0.0]",61.73333359,0,4082.33137,11324.07002,11521.24631,red5,red,2
152,6,"[-27.530615,153.03187,304.79999]","[-1.812697,0.0,0.0]",61.73333359,0,4082.33137,11324.07002,11521.24631,red6,red,2
152,7,"[-27.643032,152.89167,304.79999]","[2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7598.295628,7711.070366,blue1,blue,2
152,8,"[-27.529147,152.76683,304.79999]","[1.3082617,0.0,0.0]",61.73333359,0,2267.961872,7598.295628,7711.070366,blue2,blue,2
153,1,"[-27.427244,153.02003,304.79999]","[-2.5108071,0.0,0.0]",61.73333359,0,4082.33137,11322.79442,11521.24631,red1,red,2
153,2,"[-27.273658,153.06316,304.79999]","[-3.0288419,0.0,0.0]",61.73333359,0,4082.33137,11322.81604,11521.24631,red2,red,2
153,3,"[-27.547953,152.91554,304.79999]","[-3.0862413,0.0,0.0]",61.73333359,0,4082.33137,11322.81604,11521.24631,red3,red,2
153,4,"[-27.518104,152.8182,304.79999]","[2.0442992,0.0,0.0]",61.73333359,0,4082.33137,11322.7728,11521.24631,red4,red,2
153,5,"[-27.470843,152.86504,304.79999]","[2.032827,0.0,0.0]",61.73333359,0,4082.33137,11322.7728,11521.24631,red5,red,2
153,6,"[-27.530748,153.03126,304.79999]","[-1.8126921,0.0,0.0]",61.73333359,0,4082.33137,11322.7728,11521.24631,red6,red,2
153,7,"[-27.642475,152.89167,304.79999]","[0.0,0.0,0.0]",61.73333359,0,2267.961872,7597.553526,7711.070366,blue1,blue,2
153,8,"[-27.529002,152.76743,304.79999]","[1.3082568,0.0,0.0]",61.73333359,0,2267.961872,7597.553526,7711.070366,blue2,blue,2
154,1,"[-27.427694,153.01966,304.79999]","[-2.5108041,0.0,0.0]",61.73333359,0,4082.33137,11321.49721,11521.24631,red1,red,2
154,2,"[-27.274212,153.06309,304.79999]","[-3.0288413,0.0,0.0]",61.73333359,0,4082.33137,11321.51883,11521.24631,red2,red,2
154,3,"[-27.54851,152.91551,304.79999]","[-3.086241,0.0,0.0]",61.73333359,0,4082.33137,11321.51883,11521.24631,red3,red,2
154,4,"[-27.518358,152.81875,304.79999]","[2.0442948,0.0,0.0]",61.73333359,0,4082.33137,11321.47559,11521.24631,red4,red,2
154,5,"[-27.471091,152.8656,304.79999]","[2.0328225,0.0,0.0]",61.73333359,0,4082.33137,11321.47559,11521.24631,red5,red,2
154,6,"[-27.530882,153.03065,304.79999]","[-1.8126873,0.0,0.0]",61.73333359,0,4082.33137,11321.47559,11521.24631,red6,red,2
154,7,"[-27.641917,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7596.811424,7711.070366,blue1,blue,2
154,8,"[-27.528857,152.76803,304.79999]","[1.308252,0.0,0.0]",61.73333359,0,2267.961872,7596.811424,7711.070366,blue2,blue,2
155,1,"[-27.428145,153.0193,304.79999]","[-2.5108012,0.0,0.0]",61.73333359,0,4082.33137,11320.2,11521.24631,red1,red,2
155,2,"[-27.274767,153.06302,304.79999]","[-3.0288407,0.0,0.0]",61.73333359,0,4082.33137,11320.22162,11521.24631,red2,red,2
155,3,"[-27.549067,152.91547,304.79999]","[-3.0862408,0.0,0.0]",61.73333359,0,4082.33137,11320.22162,11521.24631,red3,red,2
155,4,"[-27.518613,152.81931,304.79999]","[2.0442903,0.0,0.0]",61.73333359,0,4082.33137,11320.17838,11521.24631,red4,red,2
155,5,"[-27.47134,152.86616,304.79999]","[2.032818,0.0,0.0]",61.73333359,0,4082.33137,11320.17838,11521.24631,red5,red,2
155,6,"[-27.531016,153.03004,304.79999]","[-1.8126824,0.0,0.0]",61.73333359,0,4082.33137,11320.17838,11521.24631,red6,red,2
155,7,"[-27.641359,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7596.069323,7711.070366,blue1,blue,2
155,8,"[-27.528712,152.76864,304.79999]","[1.3082471,0.0,0.0]",61.73333359,0,2267.961872,7596.069323,7711.070366,blue2,blue,2
156,1,"[-27.428595,153.01893,304.79999]","[-2.5107982,0.0,0.0]",61.73333359,0,4082.33137,11318.90279,11521.24631,red1,red,2
156,2,"[-27.275321,153.06295,304.79999]","[-3.0288402,0.0,0.0]",61.73333359,0,4082.33137,11318.92441,11521.24631,red2,red,2
156,3,"[-27.549624,152.91544,304.79999]","[-3.0862405,0.0,0.0]",61.73333359,0,4082.33137,11318.92441,11521.24631,red3,red,2
156,4,"[-27.518867,152.81987,304.79999]","[2.0442858,0.0,0.0]",61.73333359,0,4082.33137,11318.88117,11521.24631,red4,red,2
156,5,"[-27.471588,152.86672,304.79999]","[2.0328136,0.0,0.0]",61.73333359,0,4082.33137,11318.88117,11521.24631,red5,red,2
156,6,"[-27.531149,153.02944,304.79999]","[-1.8126775,0.0,0.0]",61.73333359,0,4082.33137,11318.88117,11521.24631,red6,red,2
156,7,"[-27.640802,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7595.327221,7711.070366,blue1,blue,2
156,8,"[-27.528568,152.76924,304.79999]","[1.3082423,0.0,0.0]",61.73333359,0,2267.961872,7595.327221,7711.070366,blue2,blue,2
157,1,"[-27.429045,153.01856,304.79999]","[-2.5107953,0.0,0.0]",61.73333359,0,4082.33137,11317.60557,11521.24631,red1,red,2
157,2,"[-27.275875,153.06288,304.79999]","[-3.0288396,0.0,0.0]",61.73333359,0,4082.33137,11317.62719,11521.24631,red2,red,2
157,3,"[-27.550181,152.91541,304.79999]","[-3.0862402,0.0,0.0]",61.73333359,0,4082.33137,11317.62719,11521.24631,red3,red,2
157,4,"[-27.519121,152.82042,304.79999]","[2.0442814,0.0,0.0]",61.73333359,0,4082.33137,11317.58395,11521.24631,red4,red,2
157,5,"[-27.471837,152.86728,304.79999]","[2.0328091,0.0,0.0]",61.73333359,0,4082.33137,11317.58395,11521.24631,red5,red,2
157,6,"[-27.531283,153.02883,304.79999]","[-1.8126726,0.0,0.0]",61.73333359,0,4082.33137,11317.58395,11521.24631,red6,red,2
157,7,"[-27.640244,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7594.585119,7711.070366,blue1,blue,2
157,8,"[-27.528423,152.76985,304.79999]","[1.3082375,0.0,0.0]",61.73333359,0,2267.961872,7594.585119,7711.070366,blue2,blue,2
158,1,"[-27.429496,153.01819,304.79999]","[-2.5107923,0.0,0.0]",61.73333359,0,4082.33137,11316.30836,11521.24631,red1,red,2
158,2,"[-27.276429,153.06281,304.79999]","[-3.0288391,0.0,0.0]",61.73333359,0,4082.33137,11316.32998,11521.24631,red2,red,2
158,3,"[-27.550737,152.91537,304.79999]","[-3.0862399,0.0,0.0]",61.73333359,0,4082.33137,11316.32998,11521.24631,red3,red,2
158,4,"[-27.519375,152.82098,304.79999]","[2.0442769,0.0,0.0]",61.73333359,0,4082.33137,11316.28674,11521.24631,red4,red,2
158,5,"[-27.472086,152.86784,304.79999]","[2.0328046,0.0,0.0]",61.73333359,0,4082.33137,11316.28674,11521.24631,red5,red,2
158,6,"[-27.531416,153.02822,304.79999]","[-1.8126678,0.0,0.0]",61.73333359,0,4082.33137,11316.28674,11521.24631,red6,red,2
158,7,"[-27.639686,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7593.843017,7711.070366,blue1,blue,2
158,8,"[-27.528278,152.77045,304.79999]","[1.3082326,0.0,0.0]",61.73333359,0,2267.961872,7593.843017,7711.070366,blue2,blue,2
159,1,"[-27.429946,153.01782,304.79999]","[-2.5107894,0.0,0.0]",61.73333359,0,4082.33137,11315.01115,11521.24631,red1,red,2
159,2,"[-27.276983,153.06274,304.79999]","[-3.0288385,0.0,0.0]",61.73333359,0,4082.33137,11315.03277,11521.24631,red2,red,2
159,3,"[-27.551294,152.91534,304.79999]","[-3.0862397,0.0,0.0]",61.73333359,0,4082.33137,11315.03277,11521.24631,red3,red,2
159,4,"[-27.51963,152.82154,304.79999]","[2.0442724,0.0,0.0]",61.73333359,0,4082.33137,11314.98953,11521.24631,red4,red,2
159,5,"[-27.472334,152.8684,304.79999]","[2.0328001,0.0,0.0]",61.73333359,0,4082.33137,11314.98953,11521.24631,red5,red,2
159,6,"[-27.53155,153.02761,304.79999]","[-1.8126629,0.0,0.0]",61.73333359,0,4082.33137,11314.98953,11521.24631,red6,red,2
159,7,"[-27.639129,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7593.100915,7711.070366,blue1,blue,2
159,8,"[-27.528133,152.77105,304.79999]","[1.3082278,0.0,0.0]",61.73333359,0,2267.961872,7593.100915,7711.070366,blue2,blue,2
160,1,"[-27.430396,153.01745,304.79999]","[-2.5107864,0.0,0.0]",61.73333359,0,4082.33137,11313.71394,11521.24631,red1,red,2
160,2,"[-27.277537,153.06267,304.79999]","[-3.0288379,0.0,0.0]",61.73333359,0,4082.33137,11313.73556,11521.24631,red2,red,2
160,3,"[-27.551851,152.9153,304.79999]","[-3.0862394,0.0,0.0]",61.73333359,0,4082.33137,11313.73556,11521.24631,red3,red,2
160,4,"[-27.519884,152.82209,304.79999]","[2.044268,0.0,0.0]",61.73333359,0,4082.33137,11313.69232,11521.24631,red4,red,2
160,5,"[-27.472583,152.86896,304.79999]","[2.0327956,0.0,0.0]",61.73333359,0,4082.33137,11313.69232,11521.24631,red5,red,2
160,6,"[-27.531684,153.02701,304.79999]","[-1.812658,0.0,0.0]",61.73333359,0,4082.33137,11313.69232,11521.24631,red6,red,2
160,7,"[-27.638571,152.89167,304.79999]","[0.0,0.0,0.0]",61.73333359,0,2267.961872,7592.358813,7711.070366,blue1,blue,2
160,8,"[-27.527989,152.77166,304.79999]","[1.3082229,0.0,0.0]",61.73333359,0,2267.961872,7592.358813,7711.070366,blue2,blue,2
161,1,"[-27.430847,153.01708,304.79999]","[-2.5107835,0.0,0.0]",61.73333359,0,4082.33137,11312.41672,11521.24631,red1,red,2
161,2,"[-27.278092,153.0626,304.79999]","[-3.0288374,0.0,0.0]",61.73333359,0,4082.33137,11312.43834,11521.24631,red2,red,2
161,3,"[-27.552408,152.91527,304.79999]","[-3.0862391,0.0,0.0]",61.73333359,0,4082.33137,11312.43834,11521.24631,red3,red,2
161,4,"[-27.520138,152.82265,304.79999]","[2.0442635,0.0,0.0]",61.73333359,0,4082.33137,11312.3951,11521.24631,red4,red,2
161,5,"[-27.472831,152.86952,304.79999]","[2.0327912,0.0,0.0]",61.73333359,0,4082.33137,11312.3951,11521.24631,red5,red,2
161,6,"[-27.531817,153.0264,304.79999]","[-1.8126531,0.0,0.0]",61.73333359,0,4082.33137,11312.3951,11521.24631,red6,red,2
161,7,"[-27.638013,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7591.616712,7711.070366,blue1,blue,2
161,8,"[-27.527844,152.77226,304.79999]","[1.3082181,0.0,0.0]",61.73333359,0,2267.961872,7591.616712,7711.070366,blue2,blue,2
162,1,"[-27.431297,153.01672,304.79999]","[-2.5107805,0.0,0.0]",61.73333359,0,4082.33137,11311.11951,11521.24631,red1,red,2
162,2,"[-27.278646,153.06253,304.79999]","[-3.0288368,0.0,0.0]",61.73333359,0,4082.33137,11311.14113,11521.24631,red2,red,2
162,3,"[-27.552965,152.91523,304.79999]","[-3.0862388,0.0,0.0]",61.73333359,0,4082.33137,11311.14113,11521.24631,red3,red,2
162,4,"[-27.520393,152.82321,304.79999]","[2.044259,0.0,0.0]",61.73333359,0,4082.33137,11311.09789,11521.24631,red4,red,2
162,5,"[-27.47308,152.87008,304.79999]","[2.0327867,0.0,0.0]",61.73333359,0,4082.33137,11311.09789,11521.24631,red5,red,2
162,6,"[-27.531951,153.02579,304.79999]","[-1.8126483,0.0,0.0]",61.73333359,0,4082.33137,11311.09789,11521.24631,red6,red,2
162,7,"[-27.637456,152.89167,304.79999]","[2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7590.87461,7711.070366,blue1,blue,2
162,8,"[-27.527699,152.77287,304.79999]","[1.3082132,0.0,0.0]",61.73333359,0,2267.961872,7590.87461,7711.070366,blue2,blue,2
163,1,"[-27.431747,153.01635,304.79999]","[-2.5107776,0.0,0.0]",61.73333359,0,4082.33137,11309.8223,11521.24631,red1,red,2
163,2,"[-27.2792,153.06246,304.79999]","[-3.0288363,0.0,0.0]",61.73333359,0,4082.33137,11309.84392,11521.24631,red2,red,2
163,3,"[-27.553521,152.9152,304.79999]","[-3.0862385,0.0,0.0]",61.73333359,0,4082.33137,11309.84392,11521.24631,red3,red,2
163,4,"[-27.520647,152.82376,304.79999]","[2.0442546,0.0,0.0]",61.73333359,0,4082.33137,11309.80068,11521.24631,red4,red,2
163,5,"[-27.473328,152.87064,304.79999]","[2.0327822,0.0,0.0]",61.73333359,0,4082.33137,11309.80068,11521.24631,red5,red,2
163,6,"[-27.532084,153.02518,304.79999]","[-1.8126434,0.0,0.0]",61.73333359,0,4082.33137,11309.80068,11521.24631,red6,red,2
163,7,"[-27.636898,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7590.132508,7711.070366,blue1,blue,2
163,8,"[-27.527554,152.77347,304.79999]","[1.3082084,0.0,0.0]",61.73333359,0,2267.961872,7590.132508,7711.070366,blue2,blue,2
164,1,"[-27.432198,153.01598,304.79999]","[-2.5107746,0.0,0.0]",61.73333359,0,4082.33137,11308.52509,11521.24631,red1,red,2
164,2,"[-27.279754,153.06239,304.79999]","[-3.0288357,0.0,0.0]",61.73333359,0,4082.33137,11308.54671,11521.24631,red2,red,2
164,3,"[-27.554078,152.91516,304.79999]","[-3.0862383,0.0,0.0]",61.73333359,0,4082.33137,11308.54671,11521.24631,red3,red,2
164,4,"[-27.520901,152.82432,304.79999]","[2.0442501,0.0,0.0]",61.73333359,0,4082.33137,11308.50347,11521.24631,red4,red,2
164,5,"[-27.473577,152.8712,304.79999]","[2.0327777,0.0,0.0]",61.73333359,0,4082.33137,11308.50347,11521.24631,red5,red,2
164,6,"[-27.532218,153.02458,304.79999]","[-1.8126385,0.0,0.0]",61.73333359,0,4082.33137,11308.50347,11521.24631,red6,red,2
164,7,"[-27.63634,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7589.390406,7711.070366,blue1,blue,2
164,8,"[-27.52741,152.77408,304.79999]","[1.3082035,0.0,0.0]",61.73333359,0,2267.961872,7589.390406,7711.070366,blue2,blue,2
165,1,"[-27.432648,153.01561,304.79999]","[-2.5107717,0.0,0.0]",61.73333359,0,4082.33137,11307.22787,11521.24631,red1,red,2
165,2,"[-27.280308,153.06232,304.79999]","[-3.0288351,0.0,0.0]",61.73333359,0,4082.33137,11307.24949,11521.24631,red2,red,2
165,3,"[-27.554635,152.91513,304.79999]","[-3.086238,0.0,0.0]",61.73333359,0,4082.33137,11307.24949,11521.24631,red3,red,2
165,4,"[-27.521155,152.82488,304.79999]","[2.0442456,0.0,0.0]",61.73333359,0,4082.33137,11307.20625,11521.24631,red4,red,2
165,5,"[-27.473826,152.87176,304.79999]","[2.0327732,0.0,0.0]",61.73333359,0,4082.33137,11307.20625,11521.24631,red5,red,2
165,6,"[-27.532351,153.02397,304.79999]","[-1.8126336,0.0,0.0]",61.73333359,0,4082.33137,11307.20625,11521.24631,red6,red,2
165,7,"[-27.635783,152.89167,304.79999]","[0.0,0.0,0.0]",61.73333359,0,2267.961872,7588.648304,7711.070366,blue1,blue,2
165,8,"[-27.527265,152.77468,304.79999]","[1.3081987,0.0,0.0]",61.73333359,0,2267.961872,7588.648304,7711.070366,blue2,blue,2
166,1,"[-27.433099,153.01524,304.79999]","[-2.5107687,0.0,0.0]",61.73333359,0,4082.33137,11305.93066,11521.24631,red1,red,2
166,2,"[-27.280862,153.06225,304.79999]","[-3.0288346,0.0,0.0]",61.73333359,0,4082.33137,11305.95228,11521.24631,red2,red,2
166,3,"[-27.555192,152.91509,304.79999]","[-3.0862377,0.0,0.0]",61.73333359,0,4082.33137,11305.95228,11521.24631,red3,red,2
166,4,"[-27.52141,152.82543,304.79999]","[2.0442412,0.0,0.0]",61.73333359,0,4082.33137,11305.90904,11521.24631,red4,red,2
166,5,"[-27.474074,152.87232,304.79999]","[2.0327687,0.0,0.0]",61.73333359,0,4082.33137,11305.90904,11521.24631,red5,red,2
166,6,"[-27.532485,153.02336,304.79999]","[-1.8126288,0.0,0.0]",61.73333359,0,4082.33137,11305.90904,11521.24631,red6,red,2
166,7,"[-27.635225,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7587.906203,7711.070366,blue1,blue,2
166,8,"[-27.52712,152.77528,304.79999]","[1.3081938,0.0,0.0]",61.73333359,0,2267.961872,7587.906203,7711.070366,blue2,blue,2
167,1,"[-27.433549,153.01487,304.79999]","[-2.5107658,0.0,0.0]",61.73333359,0,4082.33137,11304.63345,11521.24631,red1,red,2
167,2,"[-27.281417,153.06218,304.79999]","[-3.028834,0.0,0.0]",61.73333359,0,4082.33137,11304.65507,11521.24631,red2,red,2
167,3,"[-27.555749,152.91506,304.79999]","[-3.0862374,0.0,0.0]",61.73333359,0,4082.33137,11304.65507,11521.24631,red3,red,2
167,4,"[-27.521664,152.82599,304.79999]","[2.0442367,0.0,0.0]",61.73333359,0,4082.33137,11304.61183,11521.24631,red4,red,2
167,5,"[-27.474323,152.87288,304.79999]","[2.0327643,0.0,0.0]",61.73333359,0,4082.33137,11304.61183,11521.24631,red5,red,2
167,6,"[-27.532618,153.02275,304.79999]","[-1.8126239,0.0,0.0]",61.73333359,0,4082.33137,11304.61183,11521.24631,red6,red,2
167,7,"[-27.634667,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7587.164101,7711.070366,blue1,blue,2
167,8,"[-27.526975,152.77589,304.79999]","[1.308189,0.0,0.0]",61.73333359,0,2267.961872,7587.164101,7711.070366,blue2,blue,2
168,1,"[-27.433999,153.0145,304.79999]","[-2.5107628,0.0,0.0]",61.73333359,0,4082.33137,11303.33624,11521.24631,red1,red,2
168,2,"[-27.281971,153.06211,304.79999]","[-3.0288335,0.0,0.0]",61.73333359,0,4082.33137,11303.35786,11521.24631,red2,red,2
168,3,"[-27.556306,152.91502,304.79999]","[-3.0862372,0.0,0.0]",61.73333359,0,4082.33137,11303.35786,11521.24631,red3,red,2
168,4,"[-27.521918,152.82655,304.79999]","[2.0442322,0.0,0.0]",61.73333359,0,4082.33137,11303.31462,11521.24631,red4,red,2
168,5,"[-27.474571,152.87344,304.79999]","[2.0327598,0.0,0.0]",61.73333359,0,4082.33137,11303.31462,11521.24631,red5,red,2
168,6,"[-27.532752,153.02215,304.79999]","[-1.812619,0.0,0.0]",61.73333359,0,4082.33137,11303.31462,11521.24631,red6,red,2
168,7,"[-27.63411,152.89167,304.79999]","[-5.5511362e-17,0.0,0.0]",61.73333359,0,2267.961872,7586.421999,7711.070366,blue1,blue,2
168,8,"[-27.526831,152.77649,304.79999]","[1.3081841,0.0,0.0]",61.73333359,0,2267.961872,7586.421999,7711.070366,blue2,blue,2
169,1,"[-27.43445,153.01413,304.79999]","[-2.5107599,0.0,0.0]",61.73333359,0,4082.33137,11302.03902,11521.24631,red1,red,2
169,2,"[-27.282525,153.06204,304.79999]","[-3.0288329,0.0,0.0]",61.73333359,0,4082.33137,11302.06064,11521.24631,red2,red,2
169,3,"[-27.556862,152.91499,304.79999]","[-3.0862369,0.0,0.0]",61.73333359,0,4082.33137,11302.06064,11521.24631,red3,red,2
169,4,"[-27.522173,152.8271,304.79999]","[2.0442278,0.0,0.0]",61.73333359,0,4082.33137,11302.0174,11521.24631,red4,red,2
169,5,"[-27.47482,152.874,304.79999]","[2.0327553,0.0,0.0]",61.73333359,0,4082.33137,11302.0174,11521.24631,red5,red,2
169,6,"[-27.532886,153.02154,304.79999]","[-1.8126142,0.0,0.0]",61.73333359,0,4082.33137,11302.0174,11521.24631,red6,red,2
169,7,"[-27.633552,152.89167,304.79999]","[-2.7755681e-17,0.0,0.0]",61.73333359,0,2267.961872,7585.679897,7711.070366,blue1,blue,2
169,8,"[-27.526686,152.7771,304.79999]","[1.3081793,0.0,0.0]",61.73333359,0,2267.961872,7585.679897,7711.070366,blue2,blue,2
170,1,"[-27.4349,153.01377,304.79999]","[-2.5107569,0.0,0.0]",61.73333359,0,4082.33137,11300.74181,11521.24631,red1,red,2
170,2,"[-27.283079,153.06197,304.79999]","[-3.0288324,0.0,0.0]",61.73333359,0,4082.33137,11300.76343,11521.24631,red2,red,2
170,3,"[-27.557419,152.91496,304.79999]","[-3.0862366,0.0,0.0]",61.73333359,0,4082.33137,11300.76343,11521.24631,red3,red,2
170,4,"[-27.522427,152.82766,304.79999]","[2.0442233,0.0,0.0]",61.73333359,0,4082.33137,11300.72019,11521.24631,red4,red,2
170,5,"[-27.475068,152.87456,304.79999]","[2.0327508,0.0,0.0]",61.73333359,0,4082.33137,11300.72019,11521.24631,red5,red,2
170,6,"[-27.533019,153.02093,304.79999]","[-1.8126093,0.0,0.0]",61.73333359,0,4082.33137,11300.72019,11521.24631,red6,red,2
170,7,"[-27.632994,152.89167,304.79999]","[-5.5511362e-17,0.0,0.0]",61.73333359,0,2267.961872,7584.937795,7711.070366,blue1,blue,2
